OBJECTID,Nombre del establecimiento educativo,Id del establecimiento educativo,NIT,Nombre de la sede educativa,Id de la sede educativa,Código de planta física,Fecha de la información,Dirección,Barrio,Teléfono,Email,Página web,Sector,Naturaleza Jurídica,Clase,Orden de la sede,Estado,Régimen y Categoría de Costos,Calendario,Género,Estrato,Zona,Nombre de la Localidad,Nombre UPL,Código UPL,Código UPZ,Nombre de la UPZ,Código Postal,Sector Censal,Especialidad para la Media,Carácter para la Media,Énfasis para el cáracter académico de la Media,Tipo de Discapacidad,Talentos o Capacidades Excepcionales,Grupos étnicos,Bilingue,Forma,coord_x,coord_y
4412,COLEGIO COOPERATIVO MONSEÑOR ISMAEL PERDOMO,311001005109,8600302639,COLEGIO COOPERATIVO MONSEÑOR ISMAEL PERDOMO,311001005109,0,2024/12/31,DG 62 G SUR # 72 A - 41,PERDOMO,7764491 -- 7805045 -- 7784737,academicacoop@outlook.com,www.cooperdomo.edu.co,No Oficial,Cooperativa,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,ARBORIZADORA,3,69,ISMAEL PERDOMO,111921,2414,Académica,Académico,,-INTELECTUAL-,,,Sin Información,,"-74,1677099999714","4,588190000467894"
4413,LICEO ATENEO COMERCIAL,311001016631,9003485301,LICEO ATENEO COMERCIAL,311001016631,0,2024/12/31,CL 69 A SUR # 17 N - 18,LUCERO SUR BAJO,7651579 -- 3144529898,ateneo_comercial@hotmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 1,URBANA,Ciudad Bolívar,LUCERO,4,67,LUCERO,111221,2560,Académica,Académico,,-OTRA,,,Sin Información,,"-74,14273999983762","4,549180000110295"
4415,INSTITUTO DE EDUCACION ELEMENTAL PREESCOLAR Y SECUNDARIA - INELPRES,311001030537,8600780188,INSTITUTO DE EDUCACION ELEMENTAL PREESCOLAR Y SECUNDARIA - INELPRES,311001030537,0,2024/12/31,CL 61 SUR # 64 - 37,MADELENA,2308771 -- 5636014 -- 3000362,inelpres@hotmail.com  --  coordinacioninelpres@hotmail.com,www.inelpres.com,No Oficial,Sociedad,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 3,URBANA,Ciudad Bolívar,ARBORIZADORA,3,65,ARBORIZADORA,111911,2415,Académica,Académico,,-FISICA-,,INDIGENAS,Sin Información,,"-74,15499000017704","4,591829999789283"
4419,COLEGIO DIEGO ANDRES,311001037507,8300732168,COLEGIO DIEGO ANDRES,311001037507,0,2024/12/31,KR 21 # 62 - 58 SUR,SAN FRANCISCO I SECTOR,7158810,colegiodiegoandres@gmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,ARBORIZADORA,3,66,SAN FRANCISCO,111941,2513,Sin información,Sin información,,-FISICA-MULTIPLE-,CAPACIDADES EXCEPCIONALES-,,Sin Información,,"-74,14519000026483","4,565450000434853"
4422,INSTITUTO SANTA ANA LUZ DEL CARMEN,311001039852,171864415,INSTITUTO SANTA ANA LUZ DEL CARMEN,311001039852,0,2024/12/31,CL 63 SUR # 71 F - 42,ISMAEL PERDOMO,7785849  --  7759549,isaldc@hotmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,ARBORIZADORA,3,69,ISMAEL PERDOMO,111921,2450,Académica,Académico,,-FISICA-INTELECTUAL-,,,Sin Información,,"-74,16569999976025","4,588250000085685"
4424,GIMNASIO COLOMBIANO DEL SUR,311001041270,47922704,GIMNASIO COLOMBIANO DEL SUR,311001041270,0,2024/12/31,KR 23 # 63 A - 15 SUR,CANDELARIA LA NUEVA I ETAPA,6018051046,gimnasiocolombianodelsur@gmail.com,www.gimnasiocolombianodelsur.edu.co,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,ARBORIZADORA,3,66,SAN FRANCISCO,111941,2536,Académica,Académico,,,,INDIGENAS,Sin Información,,"-74,14747999996014","4,567960000506611"
4426,COLEGIO LA NUEVA ESTANCIA LTDA,311001043001,9000311400,COLEGIO LA NUEVA ESTANCIA LTDA,311001043001,0,2024/12/31,KR 74 A  58 - 52 SUR -- KR 74 B  58 - 51/52 SUR,LA ESTANCIA,7828312 -- 7823487 -- 7838212,colnesacademica@hotmail.com,www.colegiolanuevaestancia.edu.co,No Oficial,Sociedad,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,ARBORIZADORA,3,69,ISMAEL PERDOMO,111921,2418,Académica,Académico,GESTION EMPRESARIAL - EMPRENDIMIENTO SOCIAL,AUDITIVA-INTELECTUAL-PSICOSOCIAL-,-DOBLE EXCEPCIONALIDAD-,INDIGENAS,Sin Información,,"-74,17302000000632","4,593719999861455"
4427,LICEO LA CORUÑA,311001043248,9008991209,LICEO LA CORUÑA,311001043248,0,2024/12/31,CL 58 C SUR # 47 - 09,LA CORUÑA,7156869 -- 7153574,rectora@liceolacoruna.com -- secretaria@liceolacoruna.com,http://liceolc.blogspot.com,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,ARBORIZADORA,3,65,ARBORIZADORA,111911,2420,Académica,Académico,,,-OTRO,,Sin Información,,"-74,15133999965057","4,577570000394431"
4429,COLEGIO TALLER PSICOPEDAGOGICO DE LOS ANDES,311001044236,9000879604,COLEGIO TALLER PSICOPEDAGOGICO DE LOS ANDES,311001044236,0,2024/12/31,CL 60 A SUR # 67 - 13,MADELENA,2306106 -- 3152533416,secretaria@tapsandes.edu.co,www.tapsandes.edu.co,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 3,URBANA,Ciudad Bolívar,ARBORIZADORA,3,65,ARBORIZADORA,111911,2415,Académica,Académico,,-VISUAL-,CAPACIDADES EXCEPCIONALES-DOBLE EXCEPCIONALIDAD-,INDIGENAS,Sin Información,,"-74,15795000024217","4,592360000400104"
4431,COLEGIO PSICOPEDAGOGICO LA ACACIA,311001045542,8301182575,COLEGIO PSICOPEDAGOGICO LA ACACIA,311001045542,0,2024/12/31,TV 19 B BIS # 63 - 22 SUR,ACACIAS SUR,7654517 -- 7661126  --  7920187,psiconotas2010@hotmail.com,www.psicoacacia.edu.co,No Oficial,Sociedad,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,LUCERO,4,66,SAN FRANCISCO,111941,2513,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE-PSICOSOCIAL-,-TALENTO EN CIENCIAS SOCIALES O HUMANAS-,,Sin Información,,"-74,14354999994953","4,559589999946561"
4432,LICEO CONTADORA,311001046263,9001366847,LICEO CONTADORA,311001046263,0,2024/12/31,CL 59 C SUR # 45 D - 15/28 -- CL 59 C SUR # 45 C - 09,JERUSALEN,7159641 -- 7179150 -- 7179236,liceo_contadora@hotmail.com,www.liceocontadora.edu.co,No Oficial,Sociedad,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,ARBORIZADORA,3,65,ARBORIZADORA,111911,2412,Académica,Académico,,-FISICA-VOZ Y HABLA-,"-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO TECNOLOGICO, TALENTO EN CIENCIAS NATURALES, BASICAS O TECNOLOGIA-",INDIGENAS,Sin Información,,"-74,15345000031915","4,575780000201244"
4434,COLEGIO POPULAR BOLIVARIANO,311001046824,192321558,COLEGIO POPULAR BOLIVARIANO,311001046824,0,2024/12/31,DG 64 A BIS SUR # 17 B - 16,SAN LUIS ALTOS DE JALISCO,7908006 -- 7656016,colegiopopularbolivariano@hotmail.com,www.colegiopopularbolivariano.webs.com  --  www.colegiopopularbolivariano.edu.co,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,LUCERO,4,67,LUCERO,111961,2521,Académica,Académico,,-INTELECTUAL-,-TALENTO EN CIENCIAS SOCIALES O HUMANAS-,INDIGENAS,Sin Información,,"-74,13859999976471","4,554559999869663"
4435,COLEGIO SAN RAFAEL II SEDE,311001047979,8605127829,COLEGIO SAN RAFAEL II SEDE,311001047979,0,2024/12/31,CL 62 C SUR # 71 C - 41,ISMAEL PERDOMO,7771127 -- 7191196  --  8144323,colrafael@hotmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 3,URBANA,Ciudad Bolívar,ARBORIZADORA,3,69,ISMAEL PERDOMO,111921,2555,Sin información,Sin información,,,,,Sin Información,,"-74,16494999992278","4,589740000318141"
4437,LICEO SANTA PAULA DEL SUR,311001065527,112534317,LICEO SANTA PAULA DEL SUR,311001065527,0,2024/12/31,KR 49 C # 68 D - 78 SUR,CANDELARIA LA NUEVA II SECTOR 1RA ETAPA,7158224,liceostapaula@hotmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,ARBORIZADORA,3,70,JERUSALEN,111931,2412,Sin información,Sin información,,-INTELECTUAL-,,INDIGENAS-NEGRITUDES,Sin Información,,"-74,15837000036674","4,577610000137502"
4438,COLEGIO CANADA (IED),311001075034,8300550283,CANADA,311001075034,1908,2024/12/31,CL 76 SUR # 24 A - 11,CORDILLERA DEL SUR,7903586,cedcanada19@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 1,URBANA,Ciudad Bolívar,LUCERO,4,67,LUCERO,111951,2530,Académica,Académico,,INTELECTUAL-MENTAL/PSICOSOCIAL-SORDOCEGUERA,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,15460000018969","4,541210000293012"
4439,COLEGIO AS DEL FUTURO,311001076421,49255400,COLEGIO AS DEL FUTURO,311001076421,0,2024/12/31,KR 17 M # 69 B - 32 SUR,LUCERO BAJO,7661488,colegioasfuturo@hotmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,LUCERO,4,67,LUCERO,111961,2519,Sin información,Sin información,,-INTELECTUAL-,CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ARTES O LETRAS-,,Sin Información,,"-74,14161000005858","4,548569999776752"
4442,LICEO MAURITANIA,311001088705,262562168,LICEO MAURITANIA,311001088705,0,2024/12/31,CL 23 C SUR # 63 B - 04,CANDELARIA LA NUEVA IV ETAPA,7156976  --  4568567,yennyf74@hotmail.com -- yanethmosqueramoreno@hotmail.com -- yacamo2008@hotmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,REGIMEN CONTROLADO,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,ARBORIZADORA,3,66,SAN FRANCISCO,111941,2536,Sin información,Sin información,,-INTELECTUAL-,,NEGRITUDES,Sin Información,,"-74,14814000028423","4,568150000471947"
4443,INSTITUTO PSICOPEDAGOGICO EL TESORO DE LA VERDAD,311001089396,9001324011,INSTITUTO PSICOPEDAGOGICO EL TESORO DE LA VERDAD,311001089396,0,2024/12/31,TV 18 H # 77 A - 80 SUR,EL TESORO,7973722  --  7913722,Inspsicverdad2@yahoo.es  --  instpsicverdad2@yahoo.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 1,URBANA,Ciudad Bolívar,LUCERO,4,68,EL TESORO,111961,2546,Académica,Académico,,-FISICA-INTELECTUAL-,,INDIGENAS,Sin Información,,"-74,1487000001509","4,539260000546386"
4445,GIMNASIO INTEGRAL GUATIQUIA,311001091081,396348009,GIMNASIO INTEGRAL GUATIQUIA,311001091081,0,2024/12/31,CL 59 A SUR # 45 D - 02,GUAITIQUIA,7151827 -- 7188983,gguatiquia@gmail.com,www.gimnasioguatiquia.edu.co,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,ARBORIZADORA,3,65,ARBORIZADORA,111911,2420,Académica,Académico,,AUDITIVA-INTELECTUAL-PSICOSOCIAL-,"-TALENTO EN CIENCIAS SOCIALES O HUMANAS-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES O LETRAS-TALENTO TECNOLOGICO, TALENTO EN CIENCIAS NATURALES, BASICAS O TECNOLOGIA-OTRO-",,Sin Información,,"-74,15249999956684","4,576040000036932"
4446,GIMNASIO OBREGON,311001092478,9003321996,GIMNASIO OBREGON,311001092478,0,2024/12/31,CL 62 BIS SUR # 67 - 19,MADELENA,2385969 -- 7283773 -- 80583890,gimnasiobregon@gmail.com,www.gimnasiobilingueobregon.edu.co,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 3,URBANA,Ciudad Bolívar,ARBORIZADORA,3,65,ARBORIZADORA,111911,2410,Académica,Académico,,-OTRA,,NEGRITUDES,Sin Información,,"-74,15787999992197","4,591050000218516"
4448,INSTITUTO MARMATOS LTDA,311001093016,9001827374,INSTITUTO MARMATOS LTDA,311001093016,0,2024/12/31,KR 73 I # 68 A - 59 SUR,LA CARBONERA,6017168531  --  3043848631,institutomarmatos1996@yahoo.es,,No Oficial,Sociedad,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 1,URBANA,Ciudad Bolívar,ARBORIZADORA,3,69,ISMAEL PERDOMO,111921,2414,Académica,Académico,,,"CAPACIDADES EXCEPCIONALES-TALENTO TECNOLOGICO, TALENTO EN CIENCIAS NATURALES, BASICAS O TECNOLOGIA-",NEGRITUDES,Sin Información,,"-74,16997999957523","4,581620000191235"
4452,GIMNASIO CULTURAL MODERNO,311001093431,9001430775,GIMNASIO CULTURAL MODERNO,311001093431,0,2024/12/31,CL 59 A SUR # 74 - 62,LA ESTANCIA,7785715 -- 7794988 -- 3103347927,culturalmoderno@hotmail.com,http://gimnasioculturalmoderno.blogspot.com,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,ARBORIZADORA,3,69,ISMAEL PERDOMO,111921,2418,Sin información,Sin información,,-INTELECTUAL-,,,Sin Información,,"-74,17330000038882","4,59277000036592"
4453,LICEO MODERNO LOS ANDES,311001093440,519982215,LICEO MODERNO LOS ANDES,311001093440,0,2024/12/31,CL 64 SUR # 71 F - 91,ISMAEL PERDOMO,6017495388,liceomodernolosandes@gmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,ARBORIZADORA,3,69,ISMAEL PERDOMO,111921,2421,Sin información,Sin información,,,,,Sin Información,,"-74,16659000023809","4,586709999942971"
4455,INSTITUTO SAN FRANCISCO,311001094730,8300785459,INSTITUTO SAN FRANCISCO,311001094730,0,2024/12/31,KR 21 # 66 - 50 SUR,SAN FRANCISCO II SECTOR,7179928 -- 7167487,rectoria@isf.edu.co  --  rectoria@institutosanfrancisco.edu.co  --  insfco@gmail.com,www.institutosanfrancisco.edu.co,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,ARBORIZADORA,3,66,SAN FRANCISCO,111941,2515,Académica,Académico,SISTEMAS,-MULTIPLE-PSICOSOCIAL-,,NEGRITUDES,Sin Información,,"-74,14854000031731","4,5644499999650465"
4463,COLEGIO NUEVA CANDELARIA,311001106207,417460230,COLEGIO NUEVA CANDELARIA,311001106207,0,2024/12/31,CL 59 B SUR # 45 - 08,ARBORIZADORA BAJA,7161609,colnuevacandelaria@hotmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,ARBORIZADORA,3,65,ARBORIZADORA,111911,2432,Sin información,Sin información,,-PSICOSOCIAL-,"-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-OTRO-",,Sin Información,,"-74,15269999958339","4,575099999840165"
4465,INSTITUTO SAN PABLO APOSTOL,311001107629,8600278723,INSTITUTO SAN PABLO APOSTOL,311001107629,0,2024/12/31,KR 46 B # 73 B - 65 SUR,JERUSALEN LAS BRISAS,7176295 -- 7311380,ispa_jerusalen@hotmail.com,www.ispaeducacion.edu.co,No Oficial,Comunidad Religiosa,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 1,URBANA,Ciudad Bolívar,ARBORIZADORA,3,70,JERUSALEN,111931,2430,Académica,Académico,,-FISICA-VISUAL-,CAPACIDADES EXCEPCIONALES-,INDIGENAS,Sin Información,,"-74,16430999969019","4,571829999765322"
4468,LICEO INFANTIL JEAN PIAGET,311001109613,523594527,LICEO INFANTIL JEAN PIAGET,311001109613,0,2024/12/31,KR 22 I # 59 A - 13 SUR,EL CHIRCAL SUR,5632714  --  8039408,liceojeanpiaget.10@gmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,ARBORIZADORA,3,65,ARBORIZADORA,111911,2518,Sin información,Sin información,,,,,Sin Información,,"-74,14543999961175","4,57042000012254"
4469,GIMNASIO SUR ATLANTA,311001109648,205854489,GIMNASIO SUR ATLANTA,311001109648,0,2024/12/31,CL 59 SUR # 48 G - 90,LA CORUÑA,7187840,gimnasio.atlanta@hotmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,ARBORIZADORA,3,65,ARBORIZADORA,111911,2419,Sin información,Sin información,,,,,Sin Información,,"-74,15325000030262","4,579850000089626"
4470,COLEGIO NUEVO MILENIO,311001110158,8300545541,COLEGIO NUEVO MILENIO,311001110158,0,2024/12/31,KR 47 # 59 C - 08 SUR,VERONA,7178346,colegionuevomilenio2014@gmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,ARBORIZADORA,3,65,ARBORIZADORA,111911,2419,Académica,Académico,,-FISICA-INTELECTUAL-PSICOSOCIAL-,,NEGRITUDES,Sin Información,,"-74,15379000007779","4,576400000204592"
4471,GIMNASIO LA FONTAINE,311001110191,9005118304,GIMNASIO LA FONTAINE,311001110191,0,2024/12/31,KR 74 F # 59 A - 16 SUR,LA ESTANCIA,6958187  --  7771743,gimfontaine.lac@gmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Ciudad Bolívar,ARBORIZADORA,3,69,ISMAEL PERDOMO,111921,2418,Sin información,Sin información,,,,,Sin Información,,"-74,1742000000141","4,592589999951309"
4474,JARDIN DE INFANTES JORGITO Y SUS AMIGOS,311001801356,193872250,JARDIN DE INFANTES JORGITO Y SUS AMIGOS,311001801356,0,2024/12/31,KR 68 A # 60 A - 38/34 SUR  --  KR 68 # 60 A - 39 SUR,MADELENA,6012381236  --  3115531280,jorgitoysusamigos@gmail.com  --  jorgitoysusamigos@hotmail.com,https://www.jorgitoysusamigos.com/,No Oficial,Persona Natural,Privado,A,Nuevo Activo,,A,Mixto,No indica estrato,URBANA,Ciudad Bolívar,ARBORIZADORA,3,,,111911,2415,Sin información,Sin información,,,,,Sin Información,,"-74,15878000044556","4,5921799998820365"
4478,COLEGIO CAMPESTRE JAIME GARZON (IED),211001076346,8301140595,RURAL LAGUNA VERDE,211850001309,2005,2024/12/31,KM 6 VIA BETANIA LAGUNAVERDE,CORREG BETANIA VDA LAGUNAVERDE,3138846560,iedcampjaimegarzon@educacionbogota.edu.co,https://www.redacademica.edu.co/colegios/colegio-campestre-jaime-garzon-ied,Oficial,Oficial,Distrital,C,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Sumapaz,SUMAPAZ,1,UPR 4,RIO BLANCO,112011,0,Sin información,Sin información,,,,,Sin Información,,"-74,1562699997439","4,195879999939954"
4479,COLEGIO CAMPESTRE JAIME GARZON (IED),211001076346,8301140595,RURAL EL TABACO,211850000167,2001,2024/12/31,KM 8 VIA BETANIA EL TABACO,CORREG BETANIA VDA EL TABACO,312 8846560,iedcampjaimegarzon@educacionbogota.edu.co,https://www.redacademica.edu.co/colegios/colegio-campestre-jaime-garzon-ied,Oficial,Oficial,Distrital,D,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Sumapaz,SUMAPAZ,1,UPR 4,RIO BLANCO,112011,0,Sin información,Sin información,,,,,Sin Información,,"-74,14300000012861","4,240000000195479"
4480,COLEGIO CAMPESTRE JAIME GARZON (IED),211001076346,8301140595,RURAL PEÑALIZA,211001030613,2004,2024/12/31,KM 16 VIA BETANIA PEÑALIZA,CORREG BETANIA VDA PEÑALIZA,3168846560,iedcampjaimegarzon@educacionbogota.edu.co,https://www.redacademica.edu.co/colegios/colegio-campestre-jaime-garzon-ied,Oficial,Oficial,Distrital,E,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Sumapaz,SUMAPAZ,1,UPR 4,RIO BLANCO,112011,103206,Sin información,Sin información,,,,,Sin Información,,"-74,12925000011431","4,191600000355369"
4483,COLEGIO CAMPESTRE JAIME GARZON (IED),211001076346,8301140595,RURAL LAS ANIMAS,211850000957,2014,2024/12/31,KM 5 VIA NAZARETH VDA ANIMAS,CORREG NAZARETH VDA LAS ANIMAS,3138846560,iedcampjaimegarzon@educacionbogota.edu.co,https://www.redacademica.edu.co/colegios/colegio-campestre-jaime-garzon-ied,Oficial,Oficial,Distrital,J,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Sumapaz,SUMAPAZ,1,UPR 4,RIO BLANCO,112011,103104,Sin información,Sin información,,,,,Sin Información,,"-74,1808199997531","4,147400000164463"
4484,COLEGIO CAMPESTRE JAIME GARZON (IED),211001076346,8301140595,RURAL LOS RIOS,211850001228,2008,2024/12/31,KM 12 VIA NAZARETH VDA RIOS,CORREG NAZARETH VDA LOS RIOS,314 8846560,iedcampjaimegarzon@educacionbogota.edu.co,https://www.redacademica.edu.co/colegios/colegio-campestre-jaime-garzon-ied,Oficial,Oficial,Distrital,M,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Sumapaz,SUMAPAZ,1,UPR 4,RIO BLANCO,112011,103108,Sin información,Sin información,,,,,Sin Información,,"-74,14743999977718","4,161230000220007"
4485,COLEGIO CAMPESTRE JAIME GARZON (IED),211001076346,8301140595,RURAL NAZARETH,211850001236,2007,2024/12/31,KM 12 VIA NAZARETH CENTRO POBLADO,CORREG NAZARETH CENTRO POBLADO,3158846560,iedcampjaimegarzon@educacionbogota.edu.co,https://www.redacademica.edu.co/colegios/colegio-campestre-jaime-garzon-ied,Oficial,Oficial,Distrital,N,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Sumapaz,SUMAPAZ,1,UPR 4,RIO BLANCO,112011,3106,Sin información,Sin información,,,,,Sin Información,,"-74,14699999956112","4,171999999703063"
4486,COLEGIO GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA (IED),211850001473,8300881591,RURAL LA UNION,211850001473,2022,2024/12/31,VDA LA UNION,CORREG SAN JUAN DE SUMAPAZ VDA LA UNION,3125047397,gdelcampojuanvarela@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Sumapaz,SUMAPAZ,1,UPR 5,RIO SUMAPAZ,112041,9106,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO,INDIGENAS,Sin Información,,"-74,36369999996624","3,985619999996954"
4489,COLEGIO GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA (IED),211850001473,8300881591,RURAL LAGUNITAS,211850000850,2024,2024/12/31,VDA LAGUNITAS,CORREG SAN JUAN DE SUMAPAZ VDA LAGUNITAS,3245047397,gdelcampojuanvarela@educacionbogota.edu.co,,Oficial,Oficial,Distrital,D,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Sumapaz,SUMAPAZ,1,UPR 5,RIO SUMAPAZ,112031,9113,Sin información,Sin información,,,,,Sin Información,,"-74,32668999955534","3,9837699999638647"
4492,COLEGIO GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA (IED),211850001473,8300881591,RURAL SAN JOSE,211850000825,2029,2024/12/31,VDA SAN JOSE,CORREG SAN JUAN DE SUMAPAZ VDA SAN JOSE,3245047397,gdelcampojuanvarela@educacionbogota.edu.co,,Oficial,Oficial,Distrital,G,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Sumapaz,SUMAPAZ,1,UPR 5,RIO SUMAPAZ,112041,9111,Sin información,Sin información,,,,,Sin Información,,"-74,39334999994809","3,8295300001874453"
4493,COLEGIO GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA (IED),211850001473,8300881591,RURAL LAS CHORRERAS,211850000906,2023,2024/12/31,VDA CHORRERAS,CORREG SAN JUAN DE SUMAPAZ VDA LAS CHORRERAS,3245047397,gdelcampojuanvarela@educacionbogota.edu.co,,Oficial,Oficial,Distrital,H,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Sumapaz,SUMAPAZ,1,UPR 5,RIO SUMAPAZ,112031,9107,Sin información,Sin información,,,,,Sin Información,,"-74,30558000001031","4,0007600001332335"
4495,COLEGIO GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA (IED),211850001473,8300881591,RURAL SAN JUAN,211850001091,2019,2024/12/31,VDA SAN JUAN,CORREG SAN JUAN DE SUMAPAZ VDA SAN JUAN,3245047397,gdelcampojuanvarela@educacionbogota.edu.co,,Oficial,Oficial,Distrital,J,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Sumapaz,SUMAPAZ,1,UPR 5,RIO SUMAPAZ,112031,9104,Sin información,Sin información,,,,INDIGENAS,Sin Información,,"-74,3139999998982","4,029000000204424"
4496,COLEGIO GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA (IED),211850001473,8300881591,RURAL EL TOLDO,211850001040,2017,2024/12/31,VDA EL TOLDO,CORREG SAN JUAN DE SUMAPAZ VDA EL TOLDO,3155047397,gdelcampojuanvarela@educacionbogota.edu.co,,Oficial,Oficial,Distrital,K,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Sumapaz,SUMAPAZ,1,UPR 5,RIO SUMAPAZ,112031,9101,Sin información,Sin información,,,,,Sin Información,,"-74,32629000042057","4,0568900002358275"
